x0,x1,Value,Timestamp
0.8710536414236328,0.5579582952185251,0.2586043179035187,1979739
0.12428927628457234,0.20519802961902203,0.7195758819580078,1979801
0.6731459686895883,0.7523543811150752,0.817793607711792,1979930
0.5304107620002596,0.005471187301821142,0.09687470644712448,1980011
0.8182090003459355,0.7772802025661568,0.8260303735733032,1980121
0.6038129071914599,0.008335671442593945,0.07402657717466354,1980165
0.3891153694736333,0.6635039973515023,0.7777058482170105,1980318
0.02691292152338365,0.025799034400825507,0.8121830224990845,1980401
0.12627934930378137,0.7297086059198301,0.7710607647895813,1980485
0.6709935617119658,0.9048358794328001,0.8642438054084778,1980617
0.826912961232282,0.6191814199306587,0.5051513314247131,1980685
0.9949164592800445,0.10238846055528521,0.027950383722782135,1980752
0.7591591688573891,0.6596633922788699,0.5672758221626282,1980854
0.912107735355176,0.4735079407208105,0.06492406129837036,1980882
0.8073446751021812,0.9977498416304557,0.8439785242080688,1980883
0.6762272737951355,0.5285479796903555,0.14971065521240234,1980885
0.308674148278145,0.7221348339381378,0.8460644483566284,1980886
0.16094010114864868,0.44971902524951296,0.6882673501968384,1980946
0.5894924001667325,0.8482560899780116,0.8742446303367615,1981005
0.8977265757672805,0.4709545520428353,0.06197446584701538,1981139
0.39926779659052725,0.6613785120146012,0.7669500112533569,1981183
0.20426245205929167,0.4765094434499021,0.7320305705070496,1981263
0.2862614755305054,0.7255911749196653,0.8336728811264038,1981311
0.8637414217136067,0.8111328119723905,0.8673580288887024,1981354
0.3772002429497355,0.534817517665541,0.44052621722221375,1981356
0.5554611507299848,0.9378348669312986,0.8761020302772522,1981358
0.4840350389771966,0.09659659906364597,0.10238505154848099,1981359
0.023993431365320745,0.10743398246287517,0.8424205183982849,1981361
0.4035058332713608,0.753399484307187,0.8653614521026611,1981418
0.6605240443625338,0.7472578303492142,0.810631275177002,1981419
0.9966990810445697,0.9830167869113872,0.8464183807373047,1981421
0.09882935182815347,0.51489312389162,0.7936068177223206,1981422
0.1429524672062662,0.5186232440053411,0.8211982250213623,1981424
0.7516761441004781,0.20705781174895196,0.030311284586787224,1981426
0.007015770979726742,0.9033858196336318,0.8048068284988403,1981427
0.11062882344736329,0.5204861469455807,0.8246119022369385,1981431
0.8598329149297758,0.000836701903356062,0.02528255805373192,1981478
0.9383019778697996,0.5796215564474266,0.35566434264183044,1981528
0.8797779167242572,0.1684495114911611,0.029773805290460587,1981601
0.945253792283815,0.2912039727919989,0.03857981786131859,1981663
0.8578113048509106,0.07545814076776465,0.023277247324585915,1981665
0.4296733514166712,0.4136367755233484,0.12097246199846268,1981666
0.4130436710522184,0.2486364277291587,0.14774589240550995,1981667
0.9343235977764571,0.06283658887442126,0.023236064240336418,1981668
0.008321217279982446,0.28116622636869865,0.8154675364494324,1981669
0.3400974547522159,0.6223200878177424,0.7073348760604858,1981671
0.1281282808167115,0.7493020748261527,0.7964524030685425,1981702
0.36153333510913294,0.7678403819813427,0.8550482392311096,1981704
0.7074466881760567,0.23775701966400348,0.03516794368624687,1981778
0.4741924449113125,0.4307358145748685,0.126460999250412,1981866
0.15144863089914998,0.996406586231265,0.8447904586791992,1981917
0.7009884497649433,0.7072758970520526,0.7118959426879883,1981986
0.046034105808839335,0.3745345291303233,0.7098373174667358,1982052
0.3363576964886976,0.1381342985814742,0.18682362139225006,1982129
0.9455122304469568,0.5729169094409537,0.345836877822876,1982197
0.26504990881129803,0.02310838698746765,0.7637664675712585,1982261
0.989313778613499,0.48067045965316757,0.06430784612894058,1982305
0.3139849848752997,0.1591023542458781,0.19192226231098175,1982405
0.7661769032898236,0.2553771762724848,0.025046348571777344,1982464
0.27627383407788464,0.7881037261648463,0.8449113965034485,1982513
0.1718305140651617,0.08050374631534202,0.722551703453064,1982698
0.2514206925304144,0.6508783126205305,0.7801862955093384,1982767
0.9807878033577457,0.2133849780016168,0.03796352073550224,1982925
0.844696972070722,0.46871230962676896,0.05251789093017578,1983089
0.6646710908369208,0.51344134404287,0.12374266237020493,1983241
0.3594644906474531,0.510925492306006,0.4210354685783386,1983349
0.32737081865556633,0.6657032661970812,0.8317620158195496,1983497
0.3004482359224039,0.7801365295863181,0.8483451008796692,1983617
0.43697646439024984,0.8628791637096866,0.8572948575019836,1983619
0.49448910138062646,0.04363037522521901,0.09862414747476578,1983620
0.18688722580484607,0.3699636277727008,0.5312728881835938,1983622
0.29730353809014015,0.9118485133131937,0.8457334041595459,1983623
0.6890594715531705,0.8565746322178814,0.8607085347175598,1983625
0.07407867213660829,0.050713693585380616,0.8548060059547424,1983626
0.28430979779429355,0.7525535502776279,0.841651201248169,1983647
0.280924318416543,0.348404063559889,0.28732678294181824,1983707
0.7737386123192912,0.11150183447204687,0.024797115474939346,1983740
0.7712808048824961,0.2588366735043407,0.024203112348914146,1983804
0.9497565015937421,0.7552115469170724,0.8079428672790527,1983867
0.8164005993523774,0.5812913359191374,0.4214722514152527,1983921
0.25047887734528773,0.9788209368604279,0.8580065369606018,1983985
0.8555529665616749,0.23130667013951356,0.03380979597568512,1984087
0.9562165928889386,0.6715089134140145,0.6198869943618774,1984127
