x0,x1,x2,x3,x4,x5,Value,Timestamp
0.9796322911202462,0.007792100832228947,0.5742738670444475,0.7093767782881768,0.12075346535216196,0.9714476988017824,0.04303362965583801,113012073.0
0.9931434948587804,0.07099460282002354,0.7005479167091322,0.724655080361131,0.03079261917094185,0.8750145372194393,0.04258070886135101,110148451.0
0.8880672236171395,0.022419040321560536,0.6985505511031471,0.7208966529845332,0.005419179446019056,0.8436775405889857,0.042903292924165726,109849925.0
0.9998371425874176,0.014688029574823697,0.6830996964007298,0.7194040097038489,0.10712575027740108,0.9402331257190668,0.042168863117694855,107626876.0
0.9271528425264318,0.03751701841692003,0.8024488643038481,0.7260038941768965,0.05269890451835963,0.9874092629711528,0.04314885661005974,107059184.0
0.9805988376916124,0.04717895358052687,0.7240813399149235,0.7183218157276662,0.002650945762491751,0.7759969347144496,0.043521597981452935,106838316.0
0.9164749748344344,0.0710204244259179,0.7682605741092934,0.7079607160089014,0.04800987305782554,0.8542767703406375,0.04191911965608597,105950317.0
0.9474621946075469,0.03850419825081867,0.7510288892436997,0.7115001300677497,0.018836882924253742,0.8174987734491658,0.04221919924020767,101048237.0
0.9662412381001938,0.03955528503571646,0.7243252149473324,0.6993369122175853,0.16127333862483545,0.9679463365826384,0.04194089025259018,100527206.0
0.9534112774844742,0.09140662581189007,0.7728753684605794,0.7082179225527759,0.15083947480300147,0.9219365695355988,0.042563367635011666,100359512.0
0.9675171234654544,0.06842539048426821,0.7446213701339875,0.7288702749125359,0.046331186741718,0.920851362559484,0.04100055620074272,100312414.0
0.9662731982532996,0.07424097636853481,0.8417986322541393,0.7078694060039029,0.11185750484824868,0.982440004464356,0.04338731616735458,96792663.0
0.9712502867937254,0.06344528319137979,0.7878379539164061,0.7171426504871389,0.10063207109528297,0.8573149627675278,0.04157167300581932,95481317.0
0.9435455086086716,0.027902534583065325,0.6244952679734684,0.7338062070679668,0.0289104778915854,0.8079523160732807,0.04376906901597977,94580300.0
0.9524929772818868,0.08363295832047943,0.7368393818234802,0.6922159882653345,0.1545279162526211,0.8964290532580569,0.044063769280910485,90215605.0
0.9043464085024491,0.08866710521810099,0.7437906525479243,0.7021995843847916,0.14242989283534968,0.9409813620795878,0.043664094060659416,89491721.0
0.9555629245069084,0.02177631048409129,0.7703690686409934,0.7169180685657894,0.03593787405789179,0.8415523810859219,0.042523182928562164,89255125.0
0.9693486503056788,0.01799066325398521,0.7039010732907384,0.7205706454111774,0.046878221591594334,0.9658826459385912,0.041815634816885,89189228.0
0.9454420010482808,0.0271519888344011,0.6922006176558069,0.7232144233856205,0.0016842956995854908,0.7821171373121012,0.04121207445859909,87454922.0
0.9564903829994262,0.061701200209770976,0.7835796111898908,0.732997879686233,0.06138907530522528,0.9937384858501896,0.04362071678042412,86321231.0
0.9768507413991055,0.008222556677593773,0.6512996525614164,0.7330989011128028,0.027129007480239442,0.7959258821459023,0.04379735514521599,82124841.0
0.9670461964123472,0.05659141565142425,0.6797059667548728,0.7158040785261544,0.05116010262641353,0.8831398380185662,0.044025592505931854,81905364.0
0.9287057738371868,0.039489603650213465,0.6542401753976573,0.7232142484331094,0.04910597000864755,0.8544312000489681,0.04211196675896645,81071464.0
0.9717796826621165,0.05886192728205921,0.739794582713905,0.6984339388420289,0.18150740377271007,0.9348818841547286,0.04226037487387657,76975900.0
0.8871440134825819,0.06948762771346226,0.7919864282049335,0.6958995794177462,0.06618285515970121,0.8009159854887753,0.04380188509821892,71792637.0
0.9743391113098776,0.0026044934365821513,0.8079898732991534,0.7300597389647323,0.02592072356715001,0.963428291499464,0.04308925569057465,71590762.0
0.9965109406388384,0.044457378852982364,0.7854447800290987,0.7332745719094788,0.06759455331121794,0.8813245144293171,0.04252415522933006,68531162.0
0.9514128668623772,0.04096733755427457,0.6916117259348634,0.7384386894884343,0.01825409237721285,0.983972317237157,0.04279457777738571,68433281.0
0.9981380292385864,0.06291975527339085,0.7022062105990264,0.7165190010493868,0.0915856627267628,0.9006550312394429,0.04275933280587197,67335768.0
0.9226249809644016,0.03153373327609157,0.7162114767225295,0.704241858257832,0.11324357372794892,0.9369083151662057,0.04367264360189438,66188320.0
0.9557190075742888,0.04442917386272504,0.7481331585667563,0.7084343410592671,0.07645125332462194,0.9221757707780088,0.04180291295051575,65549060.0
0.9889257436413602,0.012110854017209065,0.5753028789773219,0.7268323176007733,0.047653203532561916,0.9709897342807068,0.04379437863826752,65292245.0
0.9717088173332612,0.039312443424073966,0.7240084518691909,0.7329702482822278,0.009283059713353357,0.8606874746009713,0.03887712582945824,62798586.0
0.9433548877159228,0.07875731808649447,0.7724336820515972,0.7078232665682951,0.12964926672914842,0.8942379127224643,0.04156078770756722,61912502.0
0.9658031016899309,0.02564465025760405,0.7049140691604032,0.718506206695298,0.04971799500372655,0.9549333115940014,0.04187532141804695,60693039.0
0.9615756097699818,0.042850126146755735,0.7180167082562114,0.7140972023477855,0.06868543731775897,0.8928056608100616,0.040932204574346535,60432319.0
0.9720410149841594,0.053304333767887166,0.6992775511121094,0.7288170219670023,0.08034233488847171,0.9127242009546236,0.042351458221673965,59897308.0
0.9048675001370492,0.047977278776662434,0.7353644677716591,0.7155972024089566,0.11059114551739203,0.9994251327226394,0.04366635158658028,58592037.0
0.9230525213626429,0.07974981460003476,0.7191606439653758,0.6943194490772463,0.11925474322937515,0.8834269417079771,0.04370804876089096,58456148.0
0.9127103432292536,0.02338964139924456,0.7637205463887553,0.7195719841913307,0.0020996868380360554,0.8905560564177577,0.04327056184411049,58216917.0
0.9593915415551344,0.0623680604904985,0.7306998492196177,0.7245265183593758,0.014902212193445572,0.8637935851238506,0.04001062735915184,57801572.0
0.998968669721081,0.07754673142987628,0.7246038488202244,0.7422698514481955,0.02508186160715494,0.8802665101660428,0.043403707444667816,56944854.0
0.9462799493019548,0.0966292255313954,0.7619560614083397,0.7076018516305833,0.022221631944539837,0.9925696890370804,0.04353651776909828,56421875.0
0.9484961864969116,0.04257509611443412,0.7831028679579299,0.7097950879830457,0.09105316557942923,0.8577795661698925,0.04286941140890122,55893753.0
0.9692012454053328,0.0905634486875458,0.7149328135296356,0.7187040980620111,0.036301953034767534,0.8192214622169219,0.04326215013861656,55087426.0
0.9588114809102724,0.04760395784796397,0.8241855658916409,0.7091918681970718,0.10232125019929278,0.916382212173022,0.043490130454301834,54874347.0
0.9859874124971708,0.029635718586837057,0.7437008369484439,0.7383895822891812,0.025524027453017302,0.8607671826692718,0.040665403008461,54540287.0
0.9425337786983516,0.02933445196537072,0.6562991426858898,0.7317940608133539,0.016361404006754076,0.9321360082510688,0.043121904134750366,54156074.0
0.9204968428952252,0.045594689104306516,0.6510631706882208,0.7169226512539715,0.0616110957027635,0.8681811855629467,0.0427020862698555,52656262.0
0.9360576625411192,0.07749160710706994,0.6783243524887629,0.7185059533798059,0.01845857943810989,0.8612028975094994,0.04336192086338997,51806495.0
0.9425446897732032,0.11315697042714787,0.7408019828147743,0.6961887954931933,0.11505416555793885,0.9073030063895192,0.04391039162874222,39799031.0
0.9954164423050916,0.01649237844206715,0.7426927543874132,0.7271086533880071,0.08845229769947953,0.8384566148064161,0.04371210560202599,39298904.0
0.9192874086297168,0.03262335804012198,0.7497493136831066,0.7105751850434461,0.022295963784312863,0.7711998056941238,0.04325204715132713,30204131.0
0.9636931946167354,0.0052090684000725505,0.7346583598624618,0.7295827491467505,0.044237879010061563,0.9323178321152971,0.04258681833744049,28070946.0
0.9821940616304724,0.03923529192346669,0.706937350537432,0.7322468897086689,0.011559014700457641,0.8014725954523129,0.03901538625359535,24506231.0
0.9359926232094972,0.040311354265569935,0.69465001777311,0.7401396196878332,0.0012889811655057526,0.9034427391982892,0.043151918798685074,23427703.0
0.9890255940298499,0.014822696299666196,0.7272903655372928,0.7416319845747402,0.0007225207954717293,0.7166691749921634,0.043200075626373284,21428124.0
0.966865470264988,0.04677412949275482,0.7455365921460714,0.7215455177632135,0.08177744151745589,0.777235700995235,0.04322749748826027,21356231.0
0.9406186890942296,0.07131380938721599,0.6640768079712723,0.710935742566649,0.13043849552511538,0.8305684712868523,0.043850354850292206,21064782.0
0.9565043953917032,0.007219918982853886,0.688129560606461,0.7362008168732869,0.028815587019919462,0.8195381873882537,0.04316408932209015,20021874.0
